subject_id,property_id,object_id,reference_uri,reference_supporting_text,reference_date,property_label,property_description,property_uri
HGNC:11169,RO:HOM0000020,MGI:101771,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:88264,RO:HOM0000020,ENSEMBL:ENSPTRG00000002016,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSFCAG00000018954,RO:HOM0000020,HGNC:18867,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:1917979,RO:0002200,MP:0005385,https://www.ncbi.nlm.nih.gov/pubmed/27170476,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:97805,RO:0002200,MP:0001783,https://www.ncbi.nlm.nih.gov/pubmed/10891488,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:2685789,RO:HOM0000017,ZFIN:ZDB-GENE-080917-19,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
RGD:620085,RO:HOM0000017,FlyBase:FBgn0012051,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ZFIN:ZDB-GENE-131121-511,RO:HOM0000020,ENSEMBL:ENSCAFG00000020288,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:2451073,RO:0002200,MP:0000088,https://www.ncbi.nlm.nih.gov/pubmed/24161523,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ClinVarVariant:217193,GENO:0000840,MONDO:0010679,https://www.ncbi.nlm.nih.gov/pubmed/15351422,This edge comes from the Monarch Knowledge Graph 2019.,NA,pathogenic_for_condition,NA,http://purl.obolibrary.org/obo/GENO_0000840
ENSEMBL:ENSOANG00000040816,RO:HOM0000017,Xenbase:XB-GENE-991126,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ZFIN:ZDB-GENE-070424-83,RO:HOM0000017,ENSEMBL:ENSCAFG00000005318,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
FlyBase:FBgn0012051,RO:HOM0000017,ENSEMBL:ENSCAFG00000001960,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
Xenbase:XB-GENE-5823109,RO:HOM0000017,FlyBase:FBgn0027537,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
Xenbase:XB-GENE-949779,RO:HOM0000020,ENSEMBL:ENSACAG00000011527,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ZFIN:ZDB-GENE-121214-77,RO:HOM0000020,ENSEMBL:ENSFCAG00000002429,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSGALG00000009050,RO:HOM0000020,WormBase:WBGene00000542,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:3655088,RO:0002200,MP:0001402,https://www.ncbi.nlm.nih.gov/pubmed/10792059,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ENSEMBL:ENSFCAG00000000833,RO:HOM0000017,WormBase:WBGene00000542,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
FlyBase:FBgn0015360,RO:HOM0000020,WormBase:WBGene00005024,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
Xenbase:XB-GENE-950442,RO:HOM0000020,ENSEMBL:ENSPTRG00000023575,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSPTRG00000019161,RO:HOM0000020,RGD:1309318,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSPTRG00000042355,RO:HOM0000017,FlyBase:FBgn0015926,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSBTAG00000023529,RO:HOM0000020,RGD:620450,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:1391,RO:0002200,HP:0000365,http://purl.obolibrary.org/obo/MONDO_0013960,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
FlyBase:FBgn0015926,RO:HOM0000017,RGD:2320917,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSMODG00000014765,RO:HOM0000020,NCBIGene:571757,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
PomBase:SPCC1620.11,RO:HOM0000020,ENSEMBL:ENSGALG00000003010,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:13741,RO:HOM0000020,ENSEMBL:ENSMODG00000014292,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
WormBase:WBGene00000542,RO:HOM0000017,ZFIN:ZDB-GENE-050522-84,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ClinVarVariant:803791,GENO:0000418,HGNC:2928,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,has_affected_feature,NA,http://purl.obolibrary.org/obo/GENO_0000418
WormBase:WBGene00000500,RO:HOM0000020,ZFIN:ZDB-GENE-030131-2963,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
WormBase:WBGene00001187,RO:HOM0000017,ENSEMBL:ENSPTRG00000004526,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
MGI:2176879,RO:0002200,MP:0001053,https://www.ncbi.nlm.nih.gov/pubmed/9288751,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:1202300,RO:0002434,MGI:103013,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
MGI:5688354,RO:0002200,HP:0004325,https://www.ncbi.nlm.nih.gov/pubmed/20304955,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:11427,RO:0002200,HP:0000640,http://purl.obolibrary.org/obo/MONDO_0014339,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ENSEMBL:ENSECAG00000023585,RO:HOM0000020,ENSEMBL:ENSPTRG00000014677,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSFCAG00000013542,RO:HOM0000017,WormBase:WBGene00000542,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
dictyBase:DDB_G0281545,RO:HOM0000017,ZFIN:ZDB-GENE-070912-197,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSBTAG00000006616,RO:HOM0000020,MGI:97805,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
RGD:1311276,RO:HOM0000020,ENSEMBL:ENSCAFG00000003214,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSMMUG00000015508,RO:HOM0000017,ZFIN:ZDB-GENE-050809-1,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSSSCG00000011455,RO:HOM0000020,MGI:88293,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSGALG00000013022,RO:HOM0000017,SGD:S000003449,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSPTRG00000030902,RO:HOM0000020,RGD:1308645,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSACAG00000008475,RO:HOM0000017,FlyBase:FBgn0037130,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
MGI:1856328,RO:0002200,MP:0010238,https://www.ncbi.nlm.nih.gov/pubmed/20304955,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ENSEMBL:ENSECAG00000038173,RO:HOM0000020,ENSEMBL:ENSGALG00000034562,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ClinVarVariant:832794,GENO:0000840,MONDO:0010679,"https://www.ncbi.nlm.nih.gov/pubmed/18752307,26911353,16917894,1868831,7668256",This edge comes from the Monarch Knowledge Graph 2019.,NA,pathogenic_for_condition,NA,http://purl.obolibrary.org/obo/GENO_0000840
ENSEMBL:ENSMODG00000002274,RO:HOM0000020,Xenbase:XB-GENE-1013041,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSSSCG00000014311,RO:HOM0000020,RGD:1563703,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSECAG00000024027,RO:HOM0000020,ENSEMBL:ENSSSCG00000020986,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
WormBase:WBGene00000542,RO:HOM0000017,Xenbase:XB-GENE-22164412,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ClinVarVariant:864790,GENO:0000840,MONDO:0010679,https://www.ncbi.nlm.nih.gov/pubmed/7951251,This edge comes from the Monarch Knowledge Graph 2019.,NA,pathogenic_for_condition,NA,http://purl.obolibrary.org/obo/GENO_0000840
ZFIN:ZDB-FISH-150901-14025,RO:0002200,ZP:0100165,https://www.ncbi.nlm.nih.gov/pubmed/26564785,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ENSEMBL:ENSMMUG00000006421,RO:HOM0000020,HGNC:232,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
RGD:620085,RO:HOM0000020,ENSEMBL:ENSPTRG00000043346,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
WormBase:WBGene00006062,RO:HOM0000017,ENSEMBL:ENSGALG00000029694,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
HGNC:16859,RO:0002200,HP:0003774,https://www.ncbi.nlm.nih.gov/pubmed/33523862,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
PomBase:SPCC1739.14,RO:HOM0000017,ENSEMBL:ENSECAG00000002155,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
MGI:3621491,RO:0002200,MP:0011967,https://www.ncbi.nlm.nih.gov/pubmed/12148865,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
FlyBase:FBgn0261555,RO:HOM0000020,MGI:1917979,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSMMUG00000006421,RO:HOM0000020,WormBase:WBGene00000069,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSCAFG00000002835,RO:HOM0000020,ENSEMBL:ENSFCAG00000026654,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:5439179,RO:0002200,HP:0001288,https://www.ncbi.nlm.nih.gov/pubmed/22076929,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ENSEMBL:ENSMMUG00000009660,RO:HOM0000020,Xenbase:XB-GENE-988144,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSSSCG00000025830,RO:HOM0000020,HGNC:28958,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
WormBase:WBGene00006062,RO:HOM0000020,ENSEMBL:ENSGALG00000034528,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ZFIN:ZDB-GENE-070126-1,RO:HOM0000020,ENSEMBL:ENSACAG00000012896,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSECAG00000003760,RO:HOM0000017,WormBase:WBGene00006062,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSSSCG00000010182,RO:HOM0000017,FlyBase:FBgn0012051,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
MGI:5697652,RO:0002200,HP:0001638,https://www.ncbi.nlm.nih.gov/pubmed/26566673,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:105084,RO:HOM0000020,ENSEMBL:ENSCAFG00000005839,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:107437,RO:0002200,MP:0004179,https://www.ncbi.nlm.nih.gov/pubmed/11134085,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ENSEMBL:ENSPTRG00000022100,RO:HOM0000020,ENSEMBL:ENSBTAG00000001975,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSFCAG00000013930,RO:HOM0000020,MGI:2145373,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
FlyBase:FBgn0003429,RO:HOM0000020,ENSEMBL:ENSPTRG00000046743,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
WormBase:WBGene00000542,RO:HOM0000017,ENSEMBL:ENSCAFG00000005335,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSACAG00000011077,RO:HOM0000020,ZFIN:ZDB-GENE-020129-1,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
SGD:S000003449,RO:0002200,MONARCH:APO_0000087APO_0000003,"https://www.ncbi.nlm.nih.gov/pubmed/24360837,22511765,22253786,23202731,22745270,20960220,14661025,16223494,23028482,21300833,24968945,16911514,26357016,21179023,9343395,15060153",This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:1917979,RO:HOM0000020,ZFIN:ZDB-GENE-081024-1,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSGALG00000004980,RO:HOM0000017,dictyBase:DDB_G0269896,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSOANG00000050950,RO:HOM0000020,Xenbase:XB-GENE-5875739,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSACAG00000001174,RO:HOM0000020,MGI:2145373,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSPTRG00000011001,RO:HOM0000020,ENSEMBL:ENSSSCG00000033836,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSGALG00000006341,RO:HOM0000020,ZFIN:ZDB-GENE-040718-60,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSSSCG00000035158,RO:HOM0000017,FlyBase:FBgn0015926,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSSSCG00000011455,RO:HOM0000017,SGD:S000003449,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ClinVarVariant:803787,GENO:0000418,HGNC:2928,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,has_affected_feature,NA,http://purl.obolibrary.org/obo/GENO_0000418
Xenbase:XB-GENE-993758,RO:HOM0000020,ZFIN:ZDB-GENE-050417-341,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:3621491,RO:0002200,MP:0009415,https://www.ncbi.nlm.nih.gov/pubmed/26566673,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
Xenbase:XB-GENE-1013041,RO:HOM0000020,RGD:1307728,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSPTRG00000001827,RO:HOM0000020,ENSEMBL:ENSSSCG00000024784,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
FlyBase:FBgn0039525,RO:HOM0000020,MGI:2145373,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:11138,RO:0003304,MONDO:0010679,https://www.ncbi.nlm.nih.gov/pubmed/30014611,This edge comes from the Monarch Knowledge Graph 2019.,NA,contributes to condition,NA,http://purl.obolibrary.org/obo/RO_0003304
MGI:1313258,RO:0002200,MP:0006413,https://www.ncbi.nlm.nih.gov/pubmed/20190759,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
WormBase:WBGene00006062,RO:HOM0000017,ENSEMBL:ENSCAFG00000020288,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
Xenbase:XB-GENE-991126,RO:HOM0000020,ENSEMBL:ENSMMUG00000012988,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:13740,RO:HOM0000020,ENSEMBL:ENSPTRG00000020240,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:2850,RO:HOM0000020,ENSEMBL:ENSCAFG00000002402,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
WormBase:WBGene00004830,RO:HOM0000017,ENSEMBL:ENSPTRG00000033774,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSCAFG00000005133,RO:HOM0000020,ENSEMBL:ENSMODG00000007852,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSGALG00000027482,RO:HOM0000020,ZFIN:ZDB-GENE-131121-511,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ZFIN:ZDB-GENE-980605-23,RO:HOM0000020,ENSEMBL:ENSCAFG00000011531,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSMODG00000018610,RO:HOM0000020,MGI:1929897,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSECAG00000014703,RO:HOM0000017,WormBase:WBGene00000542,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
FlyBase:FBgn0260450,RO:HOM0000017,ZFIN:ZDB-GENE-060503-491,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSFCAG00000005056,RO:HOM0000020,MGI:2685789,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
WormBase:WBGene00000419,RO:HOM0000017,RGD:1566072,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
RGD:1302946,RO:HOM0000020,HGNC:1478,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSMODG00000017909,RO:HOM0000020,ENSEMBL:ENSCAFG00000010383,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ZFIN:ZDB-FISH-150901-14025,RO:0002200,ZP:0001527,https://www.ncbi.nlm.nih.gov/pubmed/22859503,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ENSEMBL:ENSBTAG00000000512,RO:HOM0000017,WormBase:WBGene00006062,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSGALG00000011136,RO:HOM0000020,ENSEMBL:ENSCAFG00000012047,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ZFIN:ZDB-GENE-060503-491,RO:HOM0000017,ENSEMBL:ENSOANG00000009824,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ClinVarVariant:803936,GENO:0000840,MONDO:0010679,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,pathogenic_for_condition,NA,http://purl.obolibrary.org/obo/GENO_0000840
ENSEMBL:ENSFCAG00000018879,RO:HOM0000017,WormBase:WBGene00000542,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSACAG00000012344,RO:HOM0000017,FlyBase:FBgn0034135,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
FlyBase:FBgn0039525,RO:HOM0000020,ENSEMBL:ENSECAG00000009238,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:3798607,RO:0002200,HP:0005120,https://www.ncbi.nlm.nih.gov/pubmed/19535499,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:94909,RO:0002200,MP:0000462,https://www.ncbi.nlm.nih.gov/pubmed/9626497,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
